date,year,month,product,region,scenario,channel,subregion,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-03-01,2023,3,Beauty & Health,Northeast US,Base,Wholesale,Gurugram,1.0,1.0213,0.9961,1.01,0.0498,0.6164,0,53485.0,36.87,1971762.21,894015.5,1077746.71,197176.22,394352.44,486218.05,50.0,486168.05,18.67,111814.36,374335.02
2023-03-01,2023,3,Beauty & Health,Northeast US,Base,Wholesale,Delhi,1.0,1.0213,0.9961,1.01,0.2293,0.6821,0,59183.0,34.85,2062507.19,935160.13,1127347.06,206250.72,412501.44,508594.91,50.0,508544.91,18.67,116961.04,391565.21
2023-03-01,2023,3,Beauty & Health,Northeast US,Base,Outlet,Noida,1.0,1.0213,0.9961,1.01,0.2451,0.6884,0,59727.0,34.67,2070909.42,938969.77,1131939.64,207090.94,414181.88,510666.82,50.0,510616.82,18.67,117437.57,393160.58
2023-03-01,2023,3,Beauty & Health,Northeast US,Base,Outlet,Gurugram,1.0,1.0213,0.9961,1.01,0.2276,0.6814,0,59124.0,34.87,2061593.02,934745.63,1126847.39,206159.3,412318.6,508369.48,50.0,508319.48,18.67,116909.19,391391.63
2023-03-01,2023,3,Beauty & Health,Northeast US,Base,Outlet,Delhi,1.0,1.0213,0.9961,1.01,0.1396,0.648,0,56224.0,35.86,2016022.63,914083.59,1101939.04,201602.26,403204.53,497132.25,50.0,497082.25,18.67,114324.62,382738.96
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Physical Stores,Noida,1.0,1.0213,0.9961,1.01,0.1314,0.5768,0,50044.0,41.34,2068903.68,938060.35,1130843.32,206890.37,413780.74,510172.22,50.0,510122.22,18.67,117323.82,392779.74
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Physical Stores,Gurugram,1.0,1.0213,0.9961,1.01,0.1962,0.5984,0,51922.0,40.5,2103048.11,953541.76,1149506.35,210304.81,420609.62,518591.92,50.0,518541.92,18.67,119260.35,399262.9
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Physical Stores,Delhi,1.0,1.0213,0.9961,1.01,0.0316,0.5458,0,47355.0,42.63,2018742.47,915316.79,1103425.68,201874.25,403748.49,497802.94,50.0,497752.94,18.67,114478.88,383255.39
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,E-Commerce,Noida,1.0,1.0213,0.9961,1.01,0.1026,0.5676,0,49244.0,41.71,2054139.13,931365.97,1122773.16,205413.91,410827.83,506531.42,50.0,506481.42,18.67,116486.43,389976.32
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,E-Commerce,Gurugram,1.0,1.0213,0.9961,1.01,0.3604,0.6592,0,57195.0,38.39,2195430.86,995428.97,1200001.89,219543.09,439086.17,541372.64,50.0,541322.64,18.67,124499.91,416804.06
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,E-Commerce,Delhi,1.0,1.0213,0.9961,1.01,0.1864,0.5951,0,51631.0,40.63,2097813.51,951168.34,1146645.17,209781.35,419562.7,517301.11,50.0,517251.11,18.67,118963.46,398268.98
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Mobile App,Noida,1.0,1.0213,0.9961,1.01,0.2085,0.6027,0,52290.0,40.35,2109660.25,956539.77,1153120.48,210966.02,421932.05,520222.41,50.0,520172.41,18.67,119635.36,400518.38
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Mobile App,Gurugram,1.0,1.0213,0.9961,1.01,0.1315,0.5768,0,50048.0,41.34,2068985.07,938097.26,1130887.81,206898.51,413797.01,510192.29,50.0,510142.29,18.67,117328.43,392795.19
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Mobile App,Delhi,1.0,1.0213,0.9961,1.01,0.0265,0.5443,0,47223.0,42.7,2016233.58,914179.24,1102054.35,201623.36,403246.72,497184.27,50.0,497134.27,18.67,114336.59,382779.01
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Wholesale,Noida,1.0,1.0213,0.9961,1.01,0.1044,0.5681,0,49294.0,41.69,2055058.05,931782.61,1123275.43,205505.8,411011.61,506758.02,50.0,506708.02,18.67,116538.55,390150.8
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Wholesale,Gurugram,1.0,1.0213,0.9961,1.01,0.381,0.6675,0,57916.0,38.12,2207685.08,1000985.15,1206699.94,220768.51,441537.02,544394.41,50.0,544344.41,18.67,125194.92,419130.82
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Wholesale,Delhi,1.0,1.0213,0.9961,1.01,0.0476,0.5506,0,47771.0,42.42,2026606.92,918882.6,1107724.31,202660.69,405321.38,499742.24,50.0,499692.24,18.67,114924.92,384748.65
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Outlet,Noida,1.0,1.0213,0.9961,1.01,0.4877,0.7132,0,61882.0,36.74,2273653.71,1030895.94,1242757.77,227365.37,454730.74,560661.66,50.0,560611.66,18.67,128936.39,431656.6
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Outlet,Gurugram,1.0,1.0213,0.9961,1.01,0.3476,0.6542,0,56757.0,38.55,2187941.26,992033.11,1195908.15,218794.13,437588.25,539525.77,50.0,539475.77,18.67,124075.13,415381.97
2023-03-01,2023,3,Beauty & Health,Northeast US,Optimistic,Outlet,Delhi,1.0,1.0213,0.9961,1.01,0.2263,0.6089,0,52828.0,40.12,2119294.91,960908.21,1158386.7,211929.49,423858.98,522598.22,50.0,522548.22,18.67,120181.8,402347.76
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Physical Stores,Noida,1.0,1.0213,0.9961,1.01,0.2722,0.8197,0,71124.0,28.18,2004419.9,908822.8,1095597.1,200441.99,400883.98,494271.13,50.0,494221.13,18.67,113666.57,380535.89
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Physical Stores,Gurugram,1.0,1.0213,0.9961,1.01,0.1587,0.7678,0,66615.0,29.23,1946909.38,882746.99,1064162.38,194690.94,389381.88,480089.57,50.0,480039.57,18.67,110404.81,369616.1
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Physical Stores,Delhi,1.0,1.0213,0.9961,1.01,0.3846,0.8768,0,76077.0,27.15,2065303.07,936427.8,1128875.26,206530.31,413060.61,509284.34,50.0,509234.34,18.67,117119.61,392096.07
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,E-Commerce,Noida,1.0,1.0213,0.9961,1.01,0.3042,0.8354,0,72483.0,27.89,2021347.86,916498.1,1104849.76,202134.79,404269.57,498445.4,50.0,498395.4,18.67,114626.65,383750.09
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,E-Commerce,Gurugram,1.0,1.0213,0.9961,1.01,0.0339,0.7163,0,62145.0,30.38,1887731.07,855914.99,1031816.08,188773.11,377546.21,465496.76,50.0,465446.76,18.67,107048.46,358379.63
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,E-Commerce,Delhi,1.0,1.0213,0.9961,1.01,0.1254,0.7534,0,65372.0,29.53,1930680.54,875388.69,1055291.86,193068.05,386136.11,476087.69,50.0,476037.69,18.67,109484.38,366534.65
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Mobile App,Noida,1.0,1.0213,0.9961,1.01,0.1641,0.7701,0,66817.0,29.18,1949541.42,883940.39,1065601.04,194954.14,389908.28,480738.61,50.0,480688.61,18.67,110554.09,370115.86
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Mobile App,Gurugram,1.0,1.0213,0.9961,1.01,0.1666,0.7712,0,66912.0,29.15,1950768.51,884496.76,1066271.75,195076.85,390153.7,481041.2,50.0,480991.2,18.67,110623.68,370348.85
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Mobile App,Delhi,1.0,1.0213,0.9961,1.01,0.3512,0.8593,0,74552.0,27.45,2046794.67,928035.92,1118758.75,204679.47,409358.93,504720.35,50.0,504670.35,18.67,116069.89,388581.79
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Wholesale,Noida,1.0,1.0213,0.9961,1.01,0.0982,0.7421,0,64388.0,29.78,1917714.32,869509.68,1048204.64,191771.43,383542.86,472890.35,50.0,472840.35,18.67,108748.99,364072.69
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Wholesale,Gurugram,1.0,1.0213,0.9961,1.01,0.0835,0.7361,0,63865.0,29.92,1910777.98,866364.68,1044413.3,191077.8,382155.6,471179.91,50.0,471129.91,18.67,108355.59,362755.66
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Wholesale,Delhi,1.0,1.0213,0.9961,1.01,0.4016,0.886,0,76873.0,26.99,2074874.62,940767.64,1134106.99,207487.46,414974.92,511644.6,50.0,511594.6,18.67,117662.46,393913.47
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Outlet,Noida,1.0,1.0213,0.9961,1.01,0.077,0.7334,0,63635.0,29.98,1907718.68,864977.56,1042741.12,190771.87,381543.74,470425.51,50.0,470375.51,18.67,108182.07,362174.77
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Outlet,Gurugram,1.0,1.0213,0.9961,1.01,0.1408,0.76,0,65941.0,29.39,1938132.33,878767.4,1059364.93,193813.23,387626.47,477925.23,50.0,477875.23,18.67,109907.01,367949.56
2023-03-01,2023,3,Beauty & Health,Northeast US,Pessimistic,Outlet,Delhi,1.0,1.0213,0.9961,1.01,0.0834,0.736,0,63859.0,29.92,1910695.75,866327.39,1044368.36,191069.57,382139.15,471159.63,50.0,471109.63,18.67,108350.92,362740.04
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Physical Stores,Noida,1.0,1.0213,0.9961,1.01,0.2558,0.7536,0,65388.0,31.1,2033385.86,921956.24,1111429.62,203338.59,406677.17,501413.86,50.0,501363.86,18.67,115309.39,386035.8
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Physical Stores,Gurugram,1.0,1.0213,0.9961,1.01,0.2158,0.7363,0,63885.0,31.5,2012475.0,912475.06,1099999.94,201247.5,402495.0,496257.44,50.0,496207.44,18.67,114123.42,382065.35
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Physical Stores,Delhi,1.0,1.0213,0.9961,1.01,0.1182,0.6966,0,60437.0,32.49,1963447.98,890245.75,1073202.23,196344.8,392689.6,484167.84,50.0,484117.84,18.67,111342.81,372756.36
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,E-Commerce,Noida,1.0,1.0213,0.9961,1.01,0.1463,0.7077,0,61400.0,32.2,1977293.19,896523.3,1080769.89,197729.32,395458.64,487581.94,50.0,487531.94,18.67,112128.05,375385.22
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,E-Commerce,Gurugram,1.0,1.0213,0.9961,1.01,0.1663,0.7157,0,62099.0,32.0,1987273.97,901048.68,1086225.29,198727.4,397454.79,490043.1,50.0,489993.1,18.67,112694.12,377280.32
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,E-Commerce,Delhi,1.0,1.0213,0.9961,1.01,0.1683,0.7165,0,62169.0,31.98,1988264.32,901497.71,1086766.61,198826.43,397652.86,490287.31,50.0,490237.31,18.67,112750.29,377468.36
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Mobile App,Noida,1.0,1.0213,0.9961,1.01,0.2933,0.7704,0,66845.0,30.72,2053396.38,931029.2,1122367.18,205339.64,410679.28,506348.27,50.0,506298.27,18.67,116444.31,389835.29
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Mobile App,Gurugram,1.0,1.0213,0.9961,1.01,0.0789,0.6815,0,59128.0,32.89,1944445.99,881630.07,1062815.92,194444.6,388889.2,479482.12,50.0,479432.12,18.67,110265.1,369148.36
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Mobile App,Delhi,1.0,1.0213,0.9961,1.01,0.2425,0.7478,0,64881.0,31.23,2026354.42,918768.12,1107586.3,202635.44,405270.88,499679.97,50.0,499629.97,18.67,114910.6,384700.71
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Wholesale,Noida,1.0,1.0213,0.9961,1.01,0.0117,0.6569,0,56995.0,33.56,1912943.42,867346.51,1045596.91,191294.34,382588.68,471713.89,50.0,471663.89,18.67,108478.4,363166.82
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Wholesale,Gurugram,1.0,1.0213,0.9961,1.01,0.269,0.7595,0,65894.0,30.96,2040364.24,925120.3,1115243.93,204036.42,408072.85,503134.66,50.0,503084.66,18.67,115705.18,387360.82
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Wholesale,Delhi,1.0,1.0213,0.9961,1.01,0.1597,0.7131,0,61867.0,32.07,1983971.12,899551.13,1084419.98,198397.11,396794.22,489228.65,50.0,489178.65,18.67,112506.8,376653.19
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Outlet,Noida,1.0,1.0213,0.9961,1.01,0.0429,0.6681,0,57971.0,33.25,1927431.22,873915.41,1053515.81,192743.12,385486.24,475286.44,50.0,475236.44,18.67,109300.09,365917.69
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Outlet,Gurugram,1.0,1.0213,0.9961,1.01,0.1391,0.7048,0,61151.0,32.28,1973724.63,894905.28,1078819.35,197372.46,394744.93,486701.96,50.0,486651.96,18.67,111925.66,374707.64
2023-03-01,2023,3,Beauty & Health,Northeast US,Turnaround,Outlet,Delhi,1.0,1.0213,0.9961,1.01,0.1396,0.705,0,61170.0,32.27,1973996.12,895028.37,1078967.74,197399.61,394799.22,486768.91,50.0,486718.91,18.67,111941.06,374759.19
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Physical Stores,Noida,1.0,1.0213,1.0147,1.01,0.2036,0.6711,0,58227.0,35.17,2047631.59,929994.34,1117637.25,204763.16,409526.32,503347.77,50.0,503297.77,18.67,115754.19,387524.91
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Physical Stores,Gurugram,1.0,1.0213,1.0147,1.01,0.0149,0.604,0,52405.0,37.29,1953969.73,887454.95,1066514.78,195396.97,390793.95,480323.86,50.0,480273.86,18.67,110458.69,369796.5
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Physical Stores,Delhi,1.0,1.0213,1.0147,1.01,0.3866,0.748,0,64896.0,33.11,2148736.25,975914.11,1172822.14,214873.62,429747.25,528201.27,50.0,528151.27,18.67,121470.5,406662.1
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,E-Commerce,Noida,1.0,1.0213,1.0147,1.01,0.0973,0.6319,0,54830.0,36.36,1993641.89,905473.27,1088168.62,199364.19,398728.38,490076.05,50.0,490026.05,18.67,112701.7,377305.68
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,E-Commerce,Gurugram,1.0,1.0213,1.0147,1.01,0.0524,0.6165,0,53486.0,36.87,1971781.33,895544.63,1076236.7,197178.13,394356.27,484702.3,50.0,484652.3,18.67,111465.74,373167.9
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,E-Commerce,Delhi,1.0,1.0213,1.0147,1.01,0.129,0.6433,0,55812.0,36.0,2009434.28,912645.87,1096788.41,200943.43,401886.86,493958.13,50.0,493908.13,18.67,113594.58,380294.89
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Mobile App,Noida,1.0,1.0213,1.0147,1.01,0.1378,0.6465,0,56088.0,35.91,2013856.8,914654.49,1099202.31,201385.68,402771.36,495045.27,50.0,494995.27,18.67,113844.62,381131.98
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Mobile App,Gurugram,1.0,1.0213,1.0147,1.01,0.0945,0.631,0,54746.0,36.39,1992284.08,904856.58,1087427.5,199228.41,398456.82,489742.27,50.0,489692.27,18.67,112624.93,377048.68
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Mobile App,Delhi,1.0,1.0213,1.0147,1.01,0.0998,0.6328,0,54905.0,36.33,1994867.49,906029.92,1088837.58,199486.75,398973.5,490377.33,50.0,490327.33,18.67,112770.99,377537.67
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Wholesale,Noida,1.0,1.0213,1.0147,1.01,0.0264,0.6078,0,52731.0,37.16,1959366.39,889906.01,1069460.38,195936.64,391873.28,481650.46,50.0,481600.46,18.67,110763.81,370817.98
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Wholesale,Gurugram,1.0,1.0213,1.0147,1.01,0.2507,0.6897,0,59838.0,34.64,2072614.86,941341.26,1131273.61,207261.49,414522.97,509489.15,50.0,509439.15,18.67,117166.71,392253.77
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Wholesale,Delhi,1.0,1.0213,1.0147,1.01,0.0413,0.6127,0,53164.0,36.99,1966488.55,893140.75,1073347.79,196648.85,393297.71,483401.23,50.0,483351.23,18.67,111166.49,372166.07
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Outlet,Noida,1.0,1.0213,1.0147,1.01,0.1165,0.6387,0,55420.0,36.14,2003155.27,909794.06,1093361.2,200315.53,400631.05,492414.62,50.0,492364.62,18.67,113239.57,379106.39
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Outlet,Gurugram,1.0,1.0213,1.0147,1.01,0.3302,0.7229,0,62720.0,33.74,2116410.0,961232.15,1155177.84,211641.0,423282.0,520254.84,50.0,520204.84,18.67,119642.82,400543.36
2023-03-01,2023,3,Beauty & Health,Southeast US,Base,Outlet,Delhi,1.0,1.0213,1.0147,1.01,0.0752,0.6243,0,54164.0,36.61,1982842.71,900568.5,1082274.22,198284.27,396568.54,487421.4,50.0,487371.4,18.67,112091.13,375261.61
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Physical Stores,Noida,1.0,1.0213,1.0147,1.01,0.2113,0.6028,0,52299.0,40.34,2109826.46,958242.04,1151584.42,210982.65,421965.29,518636.48,50.0,518586.48,18.67,119270.6,399297.22
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Physical Stores,Gurugram,1.0,1.0213,1.0147,1.01,0.1223,0.5731,0,49720.0,41.49,2062941.74,936947.91,1125993.82,206294.17,412588.35,507111.3,50.0,507061.3,18.67,116619.81,390422.83
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Physical Stores,Delhi,1.0,1.0213,1.0147,1.01,0.243,0.614,0,53270.0,39.93,2127152.01,966110.97,1161041.04,212715.2,425430.4,522895.44,50.0,522845.44,18.67,120250.16,402576.62
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,E-Commerce,Noida,1.0,1.0213,1.0147,1.01,0.2598,0.62,0,53796.0,39.71,2136454.3,970335.89,1166118.42,213645.43,427290.86,525182.13,50.0,525132.13,18.67,120776.1,404337.36
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,E-Commerce,Gurugram,1.0,1.0213,1.0147,1.01,0.2504,0.6166,0,53500.0,39.84,2131232.95,967964.45,1163268.5,213123.29,426246.59,523898.61,50.0,523848.61,18.67,120480.89,403349.06
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,E-Commerce,Delhi,1.0,1.0213,1.0147,1.01,0.3515,0.6548,0,56809.0,38.53,2188829.96,994123.89,1194706.07,218883.0,437765.99,538057.08,50.0,538007.08,18.67,123737.34,414251.08
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Mobile App,Noida,1.0,1.0213,1.0147,1.01,0.095,0.5644,0,48967.0,41.84,2048989.99,930611.3,1118378.69,204899.0,409798.0,503681.69,50.0,503631.69,18.67,115831.0,387782.03
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Mobile App,Gurugram,1.0,1.0213,1.0147,1.01,0.131,0.5759,0,49963.0,41.38,2067417.86,938980.88,1128436.98,206741.79,413483.57,508211.62,50.0,508161.62,18.67,116872.88,391270.08
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Mobile App,Delhi,1.0,1.0213,1.0147,1.01,0.2164,0.6045,0,52453.0,40.28,2112583.15,959494.08,1153089.08,211258.32,422516.63,519314.13,50.0,519264.13,18.67,119426.46,399819.01
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Wholesale,Noida,1.0,1.0213,1.0147,1.01,0.0512,0.5509,0,47799.0,42.41,2027117.59,920677.28,1106440.31,202711.76,405423.52,498305.03,50.0,498255.03,18.67,114594.36,383642.0
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Wholesale,Gurugram,1.0,1.0213,1.0147,1.01,0.1401,0.5788,0,50220.0,41.26,2072141.48,941126.26,1131015.22,207214.15,414428.3,509372.78,50.0,509322.78,18.67,117139.95,392164.17
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Wholesale,Delhi,1.0,1.0213,1.0147,1.01,0.0811,0.5601,0,48592.0,42.02,2042005.36,927439.02,1114566.34,204200.54,408401.07,501964.73,50.0,501914.73,18.67,115436.1,386459.97
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Outlet,Noida,1.0,1.0213,1.0147,1.01,0.5039,0.7196,0,62436.0,36.56,2282680.3,1036748.88,1245931.42,228268.03,456536.06,561127.33,50.0,561077.33,18.67,129043.49,432015.17
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Outlet,Gurugram,1.0,1.0213,1.0147,1.01,0.4711,0.7048,0,61152.0,36.98,2261690.48,1027215.72,1234474.77,226169.05,452338.1,555967.62,50.0,555917.62,18.67,127856.76,428042.19
2023-03-01,2023,3,Beauty & Health,Southeast US,Optimistic,Outlet,Delhi,1.0,1.0213,1.0147,1.01,0.0599,0.5535,0,48026.0,42.3,2031401.3,922622.86,1108778.44,203140.13,406280.26,499358.05,50.0,499308.05,18.67,114836.56,384452.82
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Physical Stores,Noida,1.0,1.0213,1.0147,1.01,0.2936,0.829,0,71927.0,28.01,2014441.23,914919.93,1099521.3,201444.12,402888.25,495188.93,50.0,495138.93,18.67,113877.66,381242.61
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Physical Stores,Gurugram,1.0,1.0213,1.0147,1.01,0.134,0.756,0,65597.0,29.48,1933629.86,878216.98,1055412.88,193362.99,386725.97,475323.92,50.0,475273.92,18.67,109308.71,365946.55
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Physical Stores,Delhi,1.0,1.0213,1.0147,1.01,0.3389,0.8517,0,73897.0,27.59,2038781.97,925975.02,1112806.95,203878.2,407756.39,501172.36,50.0,501122.36,18.67,115253.85,385849.84
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,E-Commerce,Noida,1.0,1.0213,1.0147,1.01,0.2044,0.7869,0,68278.0,28.83,1968364.69,893992.86,1074371.83,196836.47,393672.94,483862.42,50.0,483812.42,18.67,111272.56,372521.19
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,E-Commerce,Gurugram,1.0,1.0213,1.0147,1.01,0.1844,0.778,0,67499.0,29.01,1958356.77,889447.46,1068909.31,195835.68,391671.35,481402.28,50.0,481352.28,18.67,110706.73,370626.88
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,E-Commerce,Delhi,1.0,1.0213,1.0147,1.01,0.1595,0.767,0,66548.0,29.24,1946045.9,883856.1,1062189.79,194604.59,389209.18,478376.03,50.0,478326.03,18.67,110010.69,368296.67
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Mobile App,Noida,1.0,1.0213,1.0147,1.01,0.0834,0.735,0,63770.0,29.94,1909516.32,867265.08,1042251.24,190951.63,381903.26,469396.34,50.0,469346.34,18.67,107945.37,361382.31
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Mobile App,Gurugram,1.0,1.0213,1.0147,1.01,0.2113,0.7901,0,68549.0,28.77,1971836.8,895569.83,1076266.97,197183.68,394367.36,484715.93,50.0,484665.93,18.67,111468.87,373178.4
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Mobile App,Delhi,1.0,1.0213,1.0147,1.01,0.359,0.8621,0,74799.0,27.4,2049811.89,930984.59,1118827.3,204981.19,409962.38,503883.73,50.0,503833.73,18.67,115877.46,387937.6
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Wholesale,Noida,1.0,1.0213,1.0147,1.01,0.1331,0.7557,0,65564.0,29.49,1933204.59,878023.83,1055180.76,193320.46,386640.92,475219.38,50.0,475169.38,18.67,109284.66,365866.05
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Wholesale,Gurugram,1.0,1.0213,1.0147,1.01,0.242,0.8043,0,69781.0,28.48,1987509.39,902688.01,1084821.38,198750.94,397501.88,488568.56,50.0,488518.56,18.67,112354.98,376144.92
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Wholesale,Delhi,1.0,1.0213,1.0147,1.01,0.3949,0.8811,0,76449.0,27.07,2069779.91,940053.68,1129726.23,206977.99,413955.98,508792.26,50.0,508742.26,18.67,117006.43,391717.17
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Outlet,Noida,1.0,1.0213,1.0147,1.01,0.4224,0.8962,0,77757.0,26.82,2085441.24,947166.75,1138274.49,208544.12,417088.25,512642.12,50.0,512592.12,18.67,117891.89,394681.56
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Outlet,Gurugram,1.0,1.0213,1.0147,1.01,0.1776,0.775,0,67238.0,29.08,1954983.71,887915.48,1067068.23,195498.37,390996.74,480573.12,50.0,480523.12,18.67,110516.02,369988.43
2023-03-01,2023,3,Beauty & Health,Southeast US,Pessimistic,Outlet,Delhi,1.0,1.0213,1.0147,1.01,0.0632,0.7268,0,63062.0,30.13,1900059.86,862970.14,1037089.72,190005.99,380011.97,467071.76,50.0,467021.76,18.67,107410.71,359592.38
2023-03-01,2023,3,Beauty & Health,Southeast US,Turnaround,Physical Stores,Noida,1.0,1.0213,1.0147,1.01,0.3862,0.8136,0,70590.0,29.8,2103746.11,955480.47,1148265.65,210374.61,420749.22,517141.82,50.0,517091.82,18.67,118926.82,398146.32
2023-03-01,2023,3,Beauty & Health,Southeast US,Turnaround,Physical Stores,Gurugram,1.0,1.0213,1.0147,1.01,0.2233,0.7385,0,64074.0,31.45,2015111.45,915224.33,1099887.12,201511.14,403022.29,495353.69,50.0,495303.69,18.67,113915.55,381369.46
2023-03-01,2023,3,Beauty & Health,Southeast US,Turnaround,Physical Stores,Delhi,1.0,1.0213,1.0147,1.01,0.1442,0.7058,0,61241.0,32.25,1975014.08,897012.89,1078001.2,197501.41,395002.82,485496.97,50.0,485446.97,18.67,111648.51,373779.8
2023-03-01,2023,3,Beauty & Health,Southeast US,Turnaround,E-Commerce,Noida,1.0,1.0213,1.0147,1.01,0.1415,0.7048,0,61149.0,32.28,1973699.1,896415.65,1077283.46,197369.91,394739.82,485173.72,50.0,485123.72,18.67,111574.16,373530.89
2023-03-01,2023,3,Beauty & Health,Southeast US,Turnaround,E-Commerce,Gurugram,1.0,1.0213,1.0147,1.01,0.0337,0.6639,0,57598.0,33.37,1921916.66,872897.07,1049019.59,192191.67,384383.33,472444.59,50.0,472394.59,18.67,108646.46,363729.46
2023-03-01,2023,3,Beauty & Health,Southeast US,Turnaround,E-Commerce,Delhi,1.0,1.0213,1.0147,1.01,0.2805,0.7636,0,66248.0,30.87,2045228.93,928903.1,1116325.83,204522.89,409045.79,502757.15,50.0,502707.15,18.67,115618.35,387070.13
